id,contents,key word,date
harrygp, 恩,嬌生,  116.59.229.41 06/08 13:10 
davis5566, 公文跑得比病毒慢,嬌生,   1.161.30.111 06/08 13:11 
letyouselfgo, 不要太不滿,嬌生,   223.137.3.45 06/08 13:12 
king22649, 下個月,嬌生,  223.137.64.65 06/08 13:12 
RozenMaidenI, 美國的75萬還沒上飛機你急什麼,嬌生,  1.172.208.125 06/08 13:13 
pyrite, 都說是下禮拜五啊,嬌生,  114.44.90.121 06/08 13:13 
sunnyyoung, 有這東西嗎？,嬌生,  101.12.50.199 06/08 13:14 
billionaire, 不要太,嬌生,   101.9.14.236 06/08 13:14 
gzliu, 不要太不滿。氣質防疫,嬌生,  114.41.78.210 06/08 13:14 
lastphil, 太晚了就不要了 沒意思了,嬌生,  114.34.135.86 06/08 13:16 
silentsoccer, 進不來啦，感覺就在推拖拉等國產疫苗啦,嬌生,  180.217.78.52 06/08 13:17 
mmchen, 有政府 請死心,嬌生,   27.52.73.140 06/08 13:17 
sulichun, 6/1中午送件，請大家記清楚了。,嬌生,  1.162.115.190 06/08 13:17 
FireAce1986, 等美國爸爸的疫苗要進來前就會火速,嬌生,   123.194.13.6 06/08 13:19 
oxalis1023, 才一根，不急,嬌生,118.150.174.101 06/08 13:19 
FireAce1986, 通過，別怕！,嬌生,   123.194.13.6 06/08 13:19 
fizzez951, 卡起來,嬌生,   110.26.9.163 06/08 13:20 
chenty3600, 高端還沒上，請排隊好嗎,嬌生,   1.168.62.187 06/08 13:21 
hcastray, 高端要繼續拉,嬌生,  124.155.186.3 06/08 13:23 
a7860446, 齁齁齁齁齁齁齁齁齁,嬌生, 114.26.148.173 06/08 13:24 
james1539, 不是都說這周一處理了~結果哩,嬌生, 122.116.95.149 06/08 13:25 
Mei5566, 又不是dpp，活該啦,嬌生,223.138.182.210 06/08 13:27 
patpat, 緊急授權容易下來 就會被罵說幹嘛不早弄,嬌生,  219.68.101.72 06/08 13:27 
ez0980, 華航正名表示： 礦業法表示：,嬌生,203.204.108.169 06/08 13:28 
ironkyoater, 陳時鐘要搞死台灣人啊,嬌生,  101.10.44.148 06/08 13:30 
demotion, clock吃屎,嬌生,  118.167.50.55 06/08 13:33 
toki, 不用急，美國的BNT還沒到啦,嬌生, 111.251.120.91 06/08 13:34 
simata, 嘻嘻,嬌生,   114.34.37.65 06/08 13:36 
going90, 等國慘七月出貨打完阿,嬌生,    117.56.41.9 06/08 13:38 
ntusimmon, 有人還信資進黨的疫苗嗎？ 等國外捐吧,嬌生,   61.230.48.83 06/08 13:42 
superya, 國慘疫苗開打後就會有了，急什麼？,嬌生,   101.12.23.83 06/08 13:44 
Lukechao, 跟華航正名一樣吧，阿我忘了+ln已經閃了,嬌生,  60.251.244.94 06/08 13:49 
roroccc, 高端上市與否，很重要,嬌生, 223.136.32.131 06/08 13:49 
roger2, 原廠要自己來申請啊 不然咧？,嬌生,   106.1.233.18 06/08 13:50 
ultraccs, 大概沒解盲前 政府不會動,嬌生, 111.83.202.139 06/08 13:58 
ding0725, 就跟你說下週五了  急什麼,嬌生,   61.70.61.102 06/08 13:59 
xhung, 下禮拜五...,嬌生,  42.73.101.255 06/08 14:05 
Yanrei, 整天酸要賺國產疫苗錢的真的很可悲……,嬌生,  101.12.26.232 06/08 14:06 
polemos, https//i.imgur.com/0nZWpto.jpg,嬌生,  27.246.128.48 06/08 14:22 
agoodjob, 真有你的，都騙一年了還會被騙！,嬌生, 125.230.231.16 06/08 14:27 
link0739, https//youtu.be/JLrdW0EE6HQ,嬌生,  36.224.44.228 06/08 14:34 
lockbacker, 就說了 下禮拜五,嬌生, 114.137.46.156 06/08 14:38 
scps940909, 那個104155消音是怎樣,嬌生,118.150.246.151 06/08 14:39 
gawain, 授權到不見了xd,嬌生,111.246.160.167 06/08 14:44 
asd7765889, 還沒啦不要急,嬌生, 180.217.40.206 06/08 15:13 
marknm, 人家有來申請嗎？沒有嘛......那審蝦毀？,嬌生,   61.230.81.21 06/08 16:16 
Rootless, 慢了 所以不要了,嬌生,   115.43.77.35 06/08 16:30 
godchildtw, 韭菜們等打高端疫苗吧，別掙扎了,嬌生,   36.225.53.89 06/08 17:02 
Demia, 欸，可是現在嬌生也會血栓，怎麼辦？,嬌生, 112.104.53.187 06/08 20:40 
qaz12453, 公文還在跑 疫苗還在飛機上 慢慢等吧,嬌生,  101.9.198.108 06/08 22:54 
iphyf, 下禮拜五啦,嬌生,   39.13.197.34 06/11 06:01 
james732, 不然你要打國藥ㄇ,嬌生,  111.71.212.73 06/08 09:04 
headcase, 有啊 出國打,嬌生,  27.242.39.187 06/08 09:05 
AIRLIN, 覺青為了黨去用國慘,嬌生,    42.75.175.9 06/08 09:05 
salamender, 沒 韭菜只要認份貢獻等那個不知道有,嬌生, 114.136.29.186 06/08 09:05 
andre9, 出國 照政府這種不著急的做法,嬌生, 61.228.157.244 06/08 09:05 
salamender, 沒有效的疫苗,嬌生, 114.136.29.186 06/08 09:05 
andre9, 你可能要等很久,嬌生, 61.228.157.244 06/08 09:05 
brodf084972,  https//i.imgur.com/7Kn42Ff.jpg,嬌生,   61.231.2.244 06/08 09:06 
snakebite, 順位在後面的都不用想了,嬌生, 223.139.157.95 06/08 09:06 
locdan, 沒機會，國外疫苗兩千萬劑等於一千萬人，那九類打完都超過一千萬人，哪有疫苗留給,嬌生, 220.133.162.99 06/08 09:07 
snakebite, 要碼沒得選，要碼等很久,嬌生, 223.139.157.95 06/08 09:07 
locdan, 你啦,嬌生, 220.133.162.99 06/08 09:07 
peterch, https//i.imgur.com/eOF3Anb.jpg,嬌生,    42.75.19.71 06/08 09:07 
tony20095, 我想打莫德納或BNT,嬌生,   64.104.44.98 06/08 09:07 
gcnet, 明年有機會,嬌生, 223.136.77.193 06/08 09:10 
poolo, 有啊 來美國打 Pfizer,嬌生, 67.170.157.244 06/08 09:11 
bbdog, 年輕人不要跟60歲以上的資深國民搶、對資深國民幾乎沒有副作用的AZ。50歲以下的儘量打其他的疫苗。,嬌生,210.243.225.199 06/08 09:11 
cfdent, 竹科攻城師還不趕快出國打一波,嬌生,   111.83.113.2 06/08 09:12 
licell, 天天冠10公斤糖緊急灌出糖尿病可以進10類,嬌生,111.235.201.213 06/08 09:14 
z099214520, 去診所當書記或清潔員就可以打到了,嬌生,   42.72.67.176 06/08 09:23 
bbdog, 不然加入國民黨當當地方政治人物、也有機會優先打！,嬌生,210.243.225.199 06/08 09:38 
LeonBolton, 你以為你能選啊！乖乖打高端啦,嬌生,   111.254.29.5 06/08 09:45 
NuCat, https//i.imgur.com/WDeW6XT.jpg,嬌生,    39.12.96.73 06/07 10:36 
darlene917, 你有把得病機率算進去嗎@@??,嬌生,   60.251.57.70 06/07 10:37 
hcwang1126, 嬌生對目前緊急狀況 很適合大量部屬,嬌生,    1.169.16.87 06/07 10:42 
CavendishJr, 你得病機率低於十萬分之一那你根本,嬌生, 27.242.187.175 06/07 10:43 
hcwang1126, 然後副作用 基本上老人高危又低副,嬌生,    1.169.16.87 06/07 10:43 
CavendishJr, 不需要打疫苗不用擔心染病了好嗎,嬌生, 27.242.187.175 06/07 10:43 
hcwang1126, 光針對老人施打就能給醫護減壓,嬌生,    1.169.16.87 06/07 10:43 
MunezSu, 防護力啊，能選數字好看的就選數字好看,嬌生,    72.49.32.31 06/07 10:44 
hcwang1126, 麻煩側翼不要為了護航或賺錢 害人,嬌生,    1.169.16.87 06/07 10:45 
cherokee2006, 現在這邊的風向就是能拿到的都是爛疫苗,嬌生, 118.165.57.190 06/07 11:05 
bigwun73, 怎麼沒有 高端疫苗,嬌生,123.241.231.64 06/07 10:08 
GoodGoodEat, 衛星92% 但好像不安全?,嬌生,150.117.144.17 06/07 10:08 
dustree, 第一 各廠效力是在不同條件下檢驗的 能互,嬌生,219.91.108.104 06/07 10:10 
qozxcv, 莫打得到第二劑嗎?AZ JJ可以打就別挑了,嬌生,42.72.129.80 06/07 10:10 
labell, 中共疫苗不要列上去,嬌生,42.72.200.24 06/07 10:10 
princetamaki, 認真思考飛美國...,嬌生,114.45.81.148 06/07 10:10 
dustree, 通比較?? 第二 你有出錢買了嗎還挑?,嬌生,219.91.108.104 06/07 10:10 
labell, 打a z留台啊 要打其他去美國啊,嬌生,42.72.200.24 06/07 10:11 
KiroKu, j&j好像做三期時 大流行所以數據會差一點幾乎每個疫苗都有打死過人,嬌生,150.116.186.189 06/07 10:13 
roccqqck, 有就好了挑個屁,嬌生,   101.10.59.57 06/07 10:13 
catvvine, 你是不是沒搞清楚台灣的現況？現在有得打就不錯了還挑？,嬌生,111.250.105.210 06/07 10:19 
jamesjklin, 俄羅斯疫苗數據還蠻厲害的,嬌生,118.233.146.125 06/07 10:19 
catvvine, 到現在還在扯什麼防護力多少%，疫苗是防重症的好嗎，挑三揀四會害死你還在台灣的家人,嬌生,111.250.105.210 06/07 10:20 
KiroKu, 也不能保證j&j不錯吧  但有時間還是選數字,嬌生,150.116.186.189 06/07 10:21 
season2011, AZ也血栓啊  是有差,嬌生,   42.76.116.89 06/07 10:21 
KiroKu, 好看一點的,嬌生,150.116.186.189 06/07 10:21 
Shimotsukin, 你有什麼資格挑，你什麼東西？,嬌生, 111.82.225.100 06/07 10:27 
dustree, 除了小黃大部份國民都有繳稅 然後?有看過乞丐只接受一千以上的捐贈?,嬌生, 219.91.108.104 06/07 10:30 
hydralee, https//youtu.be/rS6S5vK77pA那個效力很難這樣比的啦,嬌生,   111.71.18.68 06/07 10:42 
yenyen0403, 血栓是腺病毒載體疫苗的特殊副作用,嬌生,223.139.171.79 06/07 10:43 
hydralee, 你跟本沒法在同一段時間測試同一批人但對於防止染疫重症致死大家都有95%,嬌生,111.71.18.68 06/07 10:46 
elmor, 送嬌生一劑等於兩劑 最能馬上見效 我周遭選擇打嬌生的美國人非常多 主要就是一劑就夠了,嬌生,73.181.51.119 06/07 10:51 
leaveleft, 防護力不是這樣看的，但我還是相信美多，不用特別挑疫苗...,嬌生,61.224.2.237 06/07 11:07 
vvrr, 防護力之前看影片說不能直接比因為做實驗的大環境不一樣。啊就是hydralee的影片。,嬌生,124.155.182.120 06/07 11:12 
ppc, 效力看疫苗不見得正確喔。,嬌生,  27.242.38.252 06/07 11:21 
XJY13, 俄羅斯的看起來蠻厲害的,嬌生,  114.137.12.79 06/07 13:16 
beef68, 你說的兩種都不易保存 送你就別要求禮物是什麼了,嬌生,  107.127.21.47 06/07 13:24 
Ninivite, JJ三期實驗是全世界變種病毒大流行的時期 它數字某種程度代表對變種病毒的能力反觀前二家做三期時沒什麼變種病毒,嬌生,  223.140.55.45 06/07 16:31 
ECZEMA, 有打就好 還嫌 efficacy 定義都不懂胡扯,嬌生,  98.218.25.164 06/08 10:21 
b2858691, 推，綠畜還高潮到噴汁,嬌生, 223.137.79.207 06/07 09:52 
YMSH205, 那麻煩 柯再咬30次 感謝,嬌生,  180.176.4.123 06/07 09:53 
jim543000, 不會啦 美國爺爺說好的應該會快一點,嬌生,    39.9.160.57 06/07 09:53 
b2858691, 不過如果透過covax還能算是送嗎？,嬌生, 223.137.79.207 06/07 09:53 
jim543000, 嬌生至少也比az強,嬌生,    39.9.160.57 06/07 09:53 
ju06080719, 啾咪https//i.imgur.com/Ijt9XOC.jpg,嬌生, 114.136.106.93 06/07 09:54 
hans7192, 嬌生有比AZ強?,嬌生,125.227.253.186 06/07 09:54 
sagarain, Covax是看誰出錢買單而已吧,嬌生,  114.24.18.241 06/07 09:54 
geniusw, 這製圖看了真他媽怒 幹贈啥品牌都不知道 洗殺小手 蠢狗 幹,嬌生,  36.232.52.169 06/07 09:57 
flac, 搞半天昨天原來只是場軍機起降秀,嬌生,   1.169.73.213 06/07 09:58 
driver0811, 順位在1300萬後的人簽到,嬌生,180.217.235.242 06/07 10:00 
jasonplustw, 拜登政府本來就走融入國際組織政策，比如加入氣候協議等，所以疫苗交給COVAX機構分配本來就合理，是817和泣新聞現在還搞不清楚狀況；這樣只有一直被打臉,嬌生,  42.73.105.246 06/07 10:01 
figgy, 事情沒那麽簡單啦...想太少,嬌生,  223.138.6.110 06/07 10:02 
KH91, 嗆一下美國就來做面子，可以嗆一下中國嗎,嬌生,   114.32.125.9 06/07 10:05 
dustree, 就是來救火的 小英：help不過看來不是救人民 是來救火燒總統府的,嬌生, 219.91.108.104 06/07 10:17 
ytkuang, 綠畜還直播接機  結果人是下來了 疫苗？,嬌生,     101.9.1.50 06/07 10:53 
Overmind, 包報紙都比較有誠意,嬌生, 111.251.53.215 06/07 09:33 
didi0909, 內宣作用大於一切 總統還要站著跟兩個坐著的參議員報告,嬌生,  42.75.226.250 06/07 09:34 
Overmind, 天朝上國沒讓你跪著已經是大恩了,嬌生, 111.251.53.215 06/07 09:34 
A80211ab, 還嫌阿   那75萬收回,嬌生,125.230.172.213 06/07 09:35 
F93935, 因為柯文哲罵美國啊、算是另類武力展示,嬌生,   101.10.92.43 06/07 09:35 
papaganono, AIT網站用的字眼是「儘快送來」,嬌生,  101.10.46.147 06/07 09:36 
showingstar, 反觀日本真情誼,嬌生,   1.200.141.87 06/07 09:36 
coldy, 大家一看就知這是來配合宣傳的啦,嬌生,  114.36.134.83 06/07 09:38 
EvoLancer, 日本才是真正的友情,嬌生,   1.162.47.193 06/07 09:38 
coldy, 不然這種事有需要叫三個議員坐軍機來嗎,嬌生,  114.36.134.83 06/07 09:38 
KillerMoDo, 我還真的找不到盡快送來的說法在哪可以提供一下 在哪看到的嗎,嬌生, 114.35.213.217 06/07 09:39 
wingstar, 是儘快(透過COVAX)送過來吧,嬌生,123.193.103.185 06/07 09:39 
jasonplustw, 米國：乖乖排隊去抽號碼牌，懂？,嬌生,  42.73.105.246 06/07 09:41 
KillerMoDo, 我看到了,嬌生, 114.35.213.217 06/07 09:42 
chen31502, 我知道是盡快送來 但沒想到還是透過cho,嬌生,  110.28.67.161 06/07 09:42 
stock999, 演戲給你看的。表示美對台支持。,嬌生, 106.104.72.186 06/07 09:43 
yuomaki, 演,嬌生,  42.77.124.235 06/07 09:44 
mmx3259, 真的標準吃飽太閒，用email 或message可以搞定的事,嬌生,  223.137.23.96 06/07 09:45 
ptychodera, 各位黃猴子 宗主國的恩惠不要太不滿,嬌生,  49.199.237.27 06/07 09:45 
KillerMoDo, 美國預計將儘快送75萬來台 XD,嬌生, 223.139.172.87 06/07 09:46 
shepherdy, 這也可以幹譙 無言,嬌生,  180.177.98.62 06/07 09:46 
KillerMoDo, 這段話 總共有3個不確定因素 預計 將跟盡快w,嬌生, 223.139.172.87 06/07 09:47 
reil, Surprise!,嬌生,   1.169.77.185 06/07 12:32 
didi0909, 時鐘：who也沒必要加入啦,嬌生,  42.75.226.250 06/07 09:31 
YMSH205, 等分配，希望不要等到七月,嬌生,  180.176.4.123 06/07 09:32 
mikejan, who 沒有卡 台灣拿到算快的,嬌生,  42.75.188.253 06/07 09:32 
spzper, 慘了會不會被CHO卡,嬌生,   36.233.97.26 06/07 09:32 
leecliff, 綠畜狗官蟑螂：跪求CHO譚爸爸施捨疫苗,嬌生,   1.200.163.12 06/07 09:33 
a8330028, 人家才沒這麼沒品 COVAX上次也到貨過了目前除了日本送的 COVAX就是台灣最多的,嬌生,118.168.122.182 06/07 09:34 
labell, 懷念川普,嬌生,   42.72.200.24 06/07 09:34 
ghchen1978, CHO早就先送一批來了，死覺青還有臉罵,嬌生,  219.91.23.233 06/07 09:34 
eric61446, 敲鑼打鼓 結果明年才會來 XDDD,嬌生, 218.35.173.111 06/07 09:35 
ZeZo, 丟臉哪~,嬌生,  183.66.246.14 06/07 09:37 
kauosong, 我認為譚德塞為人不會計較。譚德塞跟WHO沒記仇還給台灣疫苗,嬌生,   42.75.28.202 06/07 09:43 
ca1123, 你的立論基礎是？,嬌生,  114.24.36.161 06/07 09:43 
kenichisun, 發科興給台灣,嬌生, 114.43.217.131 06/07 09:51 
indjonse, 譚德塞是好人不會卡,嬌生, 123.241.95.172 06/07 10:53 
qozxcv, 明年,嬌生,  114.45.217.10 06/06 15:18 
gbtplayer, 先來一劑高端,嬌生, 36.228.103.215 06/06 15:18 
allen73420, 你只能等國慘,嬌生,  110.26.222.20 06/06 15:18 
benson502, 等國產好嗎，有耐心一點,嬌生,  223.137.43.70 06/06 15:18 
aucky, 什麼時候能自費打疫苗?,嬌生,  122.116.15.69 06/06 15:19 
wayne62, https//youtu.be/ly-RZGqORtg 德國人有人在德國都還沒打到疫苗,嬌生,150.116.177.120 06/06 15:21 
DustToDust, 後年應該有 等等,嬌生, 36.233.238.233 06/06 15:21 
rLks02, 你這樣問 等著打國產吧,嬌生,   42.74.50.211 06/06 15:22 
hong414, 德國怎麼會打不到 側翼份子拍影片,嬌生,  49.216.132.11 06/06 15:23 
hsienmay, 德國有疫苗，而不是打不到好嗎？,嬌生,  150.117.51.93 06/06 15:25 
mrschiu, 政府查得到臺灣有誰買港股上海復星嗎？..,嬌生,118.160.213.171 06/06 15:25 
wayne62," ""德國有疫苗，而不是打不到好嗎？"" 上面影片是在德國的德國人拍的 請去跟他爭論",嬌生,150.116.177.120 06/06 15:28 
lidocaine, 去問蔡英文,嬌生, 36.224.110.184 06/06 15:28 
wayne62, 他們2位就是照順序排 還沒輪到他們,嬌生,150.116.177.120 06/06 15:29 
butt1106, 對啊，我身邊的韓粉也都在問,嬌生,   111.71.42.80 06/06 15:53 
cuteyuyu1130, 我表妹前年嫁去德國的，十天前剛打BNT第一劑，德國是施打不曉得為何那麼慢，疫苗是不缺的,嬌生,  114.46.78.152 06/06 16:03 
tpshin, 有影片就是真的嗎？,嬌生, 182.234.32.140 06/06 17:17 
XWSL, 好了啦 每天看辣個人吹國王的新衣就飽了,嬌生, 36.233.183.128 06/06 18:19 
polestar0505, 有限制 那就擺明在擋啦XD,嬌生,  42.73.243.254 06/06 15:05 
douge, 今天完全沒有消息 大概又要拖到下週五吧就一個不要臉的白爛在那邊擋,嬌生,140.112.175.205 06/06 15:05 
Nexpring, 先看covax會送來什麼,嬌生, 123.194.15.231 06/06 15:06 
FireAce1986, 要過啊！不然美國爸爸的疫苗不能用...除非只有莫德納,嬌生,   123.194.13.6 06/06 15:07 
ultraccs, 我覺得機會很低 CDC在等國產解盲吧,嬌生, 175.180.82.234 06/06 15:11 
tbrs, 對政府的雙標疫苗政策不期不待 幾天前罵都罵了 還搞得一副你出錢我還嫌的態度感謝都來不及了 被幫助的高高在上,嬌生, 180.217.249.75 06/06 15:13 
XWSL, 世界花式爆擋錦標賽,嬌生, 36.233.183.128 06/06 18:18 
return517, 美國爸爸的善意會不讓他過？可是過了又證明這個政府有多噁心,嬌生, 223.139.71.170 06/06 23:00 
jma306,  緊急救援阿  不然要眼睜睜看蔡政府倒台,嬌生,   1.168.252.22 06/06 13:57 
alchemist106, 等等就會表演轉彎了,嬌生, 114.46.115.188 06/06 13:57 
a71085, 保密 反殺 民進黨又贏啦,嬌生, 36.229.148.232 06/06 13:57 
flying25, 幹話,嬌生,106.107.251.227 06/06 13:57 
jma306, 爛到要山姆爹爹出手,嬌生,   1.168.252.22 06/06 13:58 
mu910614, 817剛抨擊完佛光山嬌生 現在又要護嬌生,嬌生,   59.115.37.42 06/06 13:58 
lpbrother, 真的是嬌生嗎？,嬌生,  180.176.66.59 06/06 13:58 
eterbless, 我可以你們不行的概念,嬌生, 180.29.102.240 06/06 13:58 
angel902037, 美國爸爸送嬌生XD,嬌生,  114.34.97.110 06/06 13:58 
chiaofan, 什麼都可以收割,嬌生, 118.170.59.245 06/06 13:58 
mu910614, 了 坐等看817自打臉,嬌生,   59.115.37.42 06/06 13:58 
Lans1002, 開個空頭支票畫大餅不難啊,嬌生,223.136.219.152 06/06 13:58 
Nevhir, 看他EUA修什麼不就知道了,嬌生, 111.250.228.94 06/06 13:59 
Queenie7, 棒！,嬌生,  66.215.73.208 06/06 13:59 
crazy0228, 廢話,嬌生,  36.228.44.141 06/06 13:59 
pray, 不會是佛光山牽的線吧,嬌生,    39.9.127.95 06/06 13:59 
takeda3234, 嬌生喔 那佛光山檔是什麼意思....,嬌生,  1.160.211.230 06/06 13:59 
adriano7431, 呵呵呵,嬌生,    42.75.128.1 06/06 13:59 
polestar0505, 蟑螂領錢做事 風向變了趕快洗起來,嬌生,  42.73.243.254 06/06 13:59 
DustToDust, 還缺4300萬啊 廢渣,嬌生, 36.233.238.233 06/06 13:59 
brepus, 謝謝美國 感謝,嬌生,  111.71.70.244 06/06 13:59 
sincere77, 嬌生要變成817側翼口中的護國疫苗了嗎,嬌生, 110.28.227.156 06/06 13:59 
ao5566, 謝謝美國爸爸讓郭董買的可以順利進來啊,嬌生,  223.138.83.98 06/06 14:00 
biore45, 難怪下星期要過各緊急授權...,嬌生, 180.176.145.14 06/06 14:00 
mayday75816, 蟑螂：我好亂啊,嬌生,  101.12.49.201 06/06 14:00 
arscerate, 繼續崩潰吧 看不起國家的你們真可悲,嬌生,  101.12.26.155 06/06 14:00 
smallwenwen, 黨不等於國 是看不起你的黨,嬌生, 61.231.212.186 06/06 14:01 
takeda3234, 郭董也乾脆去找美國談好了,嬌生,  1.160.211.230 06/06 14:01 
Goodlife, 不是說嬌生保護力不到7成XD,嬌生,   1.172.54.217 06/06 14:01 
iamsosorry, 佛光山是JJ不賣他啊,嬌生,  49.217.194.94 06/06 14:01 
chiaofan, JJ護起來,嬌生, 118.170.59.245 06/06 14:01 
a71085, 是有人看不起國家 還是有人看不起人民,嬌生, 36.229.148.232 06/06 14:01 
iamsosorry, JJ只跟政府談,嬌生,  49.217.194.94 06/06 14:01 
HodorDragon, JJ根本就不理佛光山吧 呵呵,嬌生,  39.12.167.230 06/06 14:02 
v770202, 我們看不起的不是國家，是胡作非為的執政黨,嬌生, 111.253.34.172 06/06 14:03 
jma306, (JJ根本就不理佛光山吧) 佛光山從宗教NGO,嬌生,   1.168.252.22 06/06 14:03 
purin820611, 八成是嬌生吧 美國產 又還沒有EUA,嬌生, 61.230.173.239 06/06 14:03 
adolf302, 內幕（邀功、大內宣）,嬌生,  123.0.196.203 06/06 14:03 
firejox, 黨政高層、涉外高層 誰啦,嬌生, 111.82.206.215 06/06 14:03 
jma306, 拿到的配額  出家人不必說謊,嬌生,   1.168.252.22 06/06 14:03 
chiaofan, 人道救援疫苗無國界,嬌生, 118.170.59.245 06/06 14:03 
smallwenwen, 啊不是談判專家 談不下來要靠美國給,嬌生, 61.231.212.186 06/06 14:04 
shineming, 看不起綠蟑螂跟民進黨,嬌生,   111.251.8.29 06/06 14:04 
jma306, 宗教配額  所以只有50萬劑嬌生的好處  就是只須要打一發要多了  佛光山還真的搞不到,嬌生,   1.168.252.22 06/06 14:06 
sqnl, 看不起執政黨而已，請勿黨國不分,嬌生,  1.200.171.176 06/06 14:07 
jma306, 宗教組織配額大餅  也是要給全世界分,嬌生,   1.168.252.22 06/06 14:07 
susanna026, 美國爸爸 怎麼敢說不要？,嬌生,223.137.161.140 06/06 14:08 
jma306,  佛光山搶太多  對全世界就是自私缺德了,嬌生,   1.168.252.22 06/06 14:08 
markkao456, 沒有也靠北 有也靠北，真的覺得有端倪，你能不能把資料蒐集完，等疫情和緩再來發，把全部人都當作你的情緒垃圾桶？現在還缺壓力嗎,嬌生,  111.71.126.19 06/06 14:09 
jma306,  畢竟全世界缺疫苗的 還有更多貧窮地方,嬌生,   1.168.252.22 06/06 14:09 
basel, 需,嬌生,   27.246.38.82 06/06 14:09 
emiya5352, 送來給台GG產業鏈打的嗎 GG不能倒,嬌生, 49.216.246.179 06/06 14:09 
loveponpon, 那是送來給竹科的好嗎,嬌生,    101.9.112.2 06/06 14:10 
a00049g, 乞丐把別人的捐獻當自己掙來的 不吱道在爽什麼,嬌生,  27.242.91.119 06/06 14:11 
jackycheny, 蟑螂：海水退了褲子怎都不見了,嬌生,  1.163.191.230 06/06 14:11 
k450012, 佛光當初出來喊一下要捐疫苗結果什麼屁都沒拿出來，刁民就相信啦？,嬌生,    36.225.5.39 06/06 14:11 
a00049g, 感謝美國日本但對dpp只有兩個字：無恥,嬌生,  27.242.91.119 06/06 14:12 
xager, 美國爸爸一定有先跟CDC秘密申請,嬌生,    27.247.7.36 06/06 14:13 
newrider, 側翼崩潰到連看不起國家的抹黑話都說出口了,嬌生, 49.217.194.208 06/06 14:14 
s9234032, 阿又還沒來  期貨而已,嬌生,111.248.116.233 06/06 14:15 
aidansky0989, 嬌生算是最好最快的,嬌生,  219.91.66.120 06/06 14:15 
vsbrm, 乞討的時候還可以討論，等一下拿到的可能是,嬌生,   42.77.71.248 06/06 14:17 
RuntoU, 有錢人家外面排隊要飯的在開門前也不知道,嬌生,180.218.175.217 06/06 14:17 
vsbrm, 美金也可能日幣，如果是臺幣也沒關係，這到,嬌生,   42.77.71.248 06/06 14:17 
RuntoU, 自己今天能要到多少食物,嬌生,180.218.175.217 06/06 14:17 
vsbrm, 底是什麼心態?,嬌生,   42.77.71.248 06/06 14:17 
dgq75148, 還在講擋佛光山的是那些智障 出聲一下,嬌生, 49.216.228.146 06/06 14:20 
teasy, 嬌生有來申請藥證嗎?,嬌生, 110.26.135.248 06/06 14:21 
chumichumi, 之前大家疾呼要疫苗原來只是喊假的？感覺本版看到疫苗來台並不開心啊！,嬌生,118.167.215.239 06/06 14:22 
qDaniel, 嬌生有EUA了？還是爸爸送來不敢擋了,嬌生,  36.224.51.188 06/06 14:22 
jma306, (dgq75148 還在講擋佛光山的是那些智障)下民易虐  上天難欺 執政陣營不要以為之手可以遮天  歷史的清算是長久的,嬌生,   1.168.252.22 06/06 14:22 
a00049g, 垃圾綠渣，把國難當作吱己做秀舞台一年前買不到疫苗你政府就是該付最大的責任民間看不下去自己找疫苗結果被這些綠粉側翼訕笑然後國際援助洗成自己替人民謀福利是三小,嬌生,  27.242.91.119 06/06 14:28 
rochis, 忽然好想念嬌生沐浴乳的味道 等等去買一瓶,嬌生,   220.137.9.94 06/06 14:31 
antje1211, 所以全民的納稅錢跑哪邊去了，現在約只能仰賴別國捐款是嗎？,嬌生,  223.141.32.27 06/06 14:39 
jimhall, 美國人送的不用藥證，也不敢拒絕,嬌生,   1.200.178.96 06/06 14:46 
rt2352000, 這種涉外的都有所謂的黨政高層和國安高層發新聞,嬌生,    101.12.4.35 06/06 14:48 
bizer, 美國多到要送你，跟我講買不到？,嬌生, 114.25.162.218 06/06 14:52 
ppc, 嬌生很棒阿 只要打一濟,嬌生, 27.242.196.120 06/06 14:52 
flyqoo, 還說市面買不到，人家還多到可以送你，牙醫回去補牙,嬌生,  36.226.111.41 06/06 15:02 
troubledanny, 新聞都說保密了。。,嬌生,  49.216.141.34 06/06 15:44 
starwish00, 組合拳，以免滯台自干五裡應外合,嬌生,   114.42.16.67 06/06 15:52 
std910866e, 有夠傲慢的政府,嬌生,    39.9.158.73 06/06 15:53 
chigi, 買得跟送的不一樣啦XD (X,嬌生, 114.36.126.102 06/06 17:01 
cheap3c, 南韓不是早就知道100萬嗎？,嬌生,    111.71.69.7 06/06 17:16 
rayonwu, 五毛崩潰,嬌生, 114.36.114.239 06/06 18:57 
wwwson1256, 蟑螂律師,嬌生,   61.218.40.13 06/05 18:26 
danic, 你和垃圾認真幹嘛,嬌生,  27.246.35.148 06/05 18:26 
whiteadam, 1450崩潰,嬌生, 220.135.52.193 06/05 18:26 
CharleneTsai, 黨衛軍潰散,嬌生, 122.116.141.98 06/05 18:28 
btoco, 有沒有一種進也要靠北，不進也要靠北的八卦啊？,嬌生,  219.71.28.115 06/05 18:28 
kissa0924307, 民進黨就是不見棺材不掉淚啊~,嬌生,  1.170.242.238 06/05 18:28 
greensaru, 可悲，可嘆，可憐，可笑,嬌生, 114.136.176.27 06/05 18:29 
ArmorKing, 雞嘴變鴨嘴  齁齁齁,嬌生,  1.160.213.183 06/05 18:33 
