id,contents,key word,date
dragonking02, 聯亞送EUA的期程跟高端有不一樣？聯亞股票什麼時後上櫃的？,聯亞, 123.192.12.241 08/11 23:16 
stvc, 水很深  油水很多,聯亞, 36.226.218.153 08/11 23:36 
yeng1217, 說聯亞沒台灣價值？基亞就有了是嗎W,聯亞,   61.230.99.88 08/12 00:04 
horseface, 聯亞在印度三期人數是高端10倍,聯亞, 38.102.161.241 08/12 03:26 
philip81501, 蟑螂話怎麼這麼多,聯亞,  117.56.51.220 08/12 07:24 
simonlowtall, 蟑螂去查新聞好嗎，高端在巴的三期是免疫橋接，聯亞不是，是正規雙盲,聯亞,  101.10.44.227 08/12 11:35 
Wavecloud, 人家聯亞乖乖去做三期 高端???,聯亞,  210.61.124.13 08/12 17:13 
erichunterx, 聯亞也是二期送eua，三期做了嗎？聯亞也量產送食藥署審了，說什麼假如eua過了也不會開打，這邏輯對嗎…,聯亞,  118.165.16.47 08/13 09:12 
dbtel, 真的 高端被黑成這樣 聯亞都沒人要黑 差別待遇阿 聯亞也送檢驗封緘19批了,聯亞,  36.238.126.98 08/15 22:20 
hjkkk123, 陽轉失敗率大概是高端的5倍，有夠扯...應該要重做或加重劑量,聯亞,   101.10.93.86 08/15 22:46 
chiefman, 聯亞是馬桶黨相關人士的,聯亞,114.136.164.151 08/16 08:24 
hjkkk123, https//i.imgur.com/kFgxQR6.jpg,聯亞,  101.12.89.196 08/18 15:06 
cattgirl, 身體倒是很誠實,聯亞,   42.73.169.75 08/10 20:55 
pinhanpaul, 我叫你打.jpg,聯亞,   49.159.20.41 08/10 20:55 
TZUYIC, 817快去，高端幫你們傳遍遍了。,聯亞,  111.71.214.78 08/10 20:56 
michaelwu, 倉儲也算它們的= =？,聯亞,    1.164.250.8 08/10 20:56 
devidevi, #1X4ZKRMv (Gossiping) 僅4人打自家疫苗,聯亞,   203.77.48.47 08/10 20:56 
kosac, 公司倒就沒工作也不難理解阿,聯亞,114.136.161.229 08/10 20:56 
devidevi, 這篇怎麼變成僅4人打國際疫苗???,聯亞,   203.77.48.47 08/10 20:56 
Qaaaa, 這有盲點吧 因為是廠商造冊啊,聯亞,  192.38.90.165 08/10 20:56 
february2, 政府部門呢？,聯亞,   106.1.120.41 08/10 20:56 
sheagia, 笑死 身體很誠實,聯亞,  223.137.120.6 08/10 20:57 
trywish, 前面不是說沒打睡不著？所以失眠許久？,聯亞, 111.242.76.152 08/10 20:57 
simultaneous, 笑死人,聯亞,    39.13.65.88 08/10 20:58 
hitsukix, 真他媽笑死,聯亞,  1.163.129.163 08/10 20:58 
stratege, 聯亞沒有EUA可以打嗎,聯亞,   114.47.5.216 08/10 20:58 
widec, 到底是誰造謠,聯亞, 111.253.50.222 08/10 20:58 
papaganono, 失智列車開動,聯亞,   101.10.94.28 08/10 20:58 
eddie04, 到底是4人打國際疫苗/還是4人打國產疫苗?,聯亞,  1.200.253.200 08/10 20:59 
jeffky, 高端聯亞員工有種，加油。,聯亞, 49.217.174.247 08/10 20:59 
widec, 反正沒秀小黃卡 他怎麼說 你也不能怎樣,聯亞, 111.253.50.222 08/10 21:00 
papaganono, 只有4人列為第二類人員造冊打國際苗,聯亞,   101.10.94.28 08/10 21:00 
devidevi, TVBS的連結更新了，只有4人打國際疫苗,聯亞,   203.77.48.47 08/10 21:00 
papaganono, TVBS那篇根本與事實完全相反剛剛還有人po惹來4%高潮,聯亞,   101.10.94.28 08/10 21:01 
linbsing, good show 不過聯亞要怎樣 何時能打,聯亞, 110.26.165.192 08/10 21:01 
AUwalker, 打了高端再說,聯亞, 220.240.45.155 08/10 21:07 
tryagain24, 4人都是高位者嗎?,聯亞,   1.34.123.219 08/10 21:07 
otter, 柯糞又失智了,聯亞,   58.114.97.38 08/10 21:11 
angellll, 所以這2600人的10000個家人幾個在等高端,聯亞,  118.160.86.64 08/10 21:11 
chenyingfa, 看不懂 ？？？,聯亞,    42.73.32.88 08/10 21:11 
sam70010, 同樣僅四人……,聯亞,    84.17.37.57 08/10 21:12 
mmx3259, 很鼓勵去呀，DPP 沒有用心宣傳,聯亞, 223.136.111.57 08/10 21:13 
willson2000, TVBS那篇超好笑，根本就跟原標題的內容完全相反，底下還一堆人上車,聯亞,  42.76.173.207 08/10 21:15 
bbflisky, 。,聯亞,118.171.196.182 08/10 21:16 
em4, 難怪阿中部長一直做夢睡不好,聯亞,     39.9.32.69 08/10 21:17 
remarque, 所以到底是相關廠商造冊只打四人還是高端聯亞員工造冊只打四人?看錯 廠商打了兩千多人,聯亞,220.129.132.228 08/10 21:19 
ultraccs, 問題是 沒造冊的 前9類多少人打了,聯亞, 112.105.115.68 08/10 21:20 
y800122155, 居然有人用假新聞想打臉真新聞XDDD,聯亞, 123.193.249.26 08/10 21:21 
alex10282, 聽他在豪洨，怎麼不講講到底幾個要打高,聯亞,   42.76.56.245 08/10 21:24 
mike0, 民禁黨網軍全面出籠帶風向了，可憐啊,聯亞, 118.168.81.200 08/10 21:24 
alex10282, 端？,聯亞,   42.76.56.245 08/10 21:24 
Laotoe, 讚喔，這樣才對嘛！可是話說之前陳時中不是要高端的人先去接種，指的就是內文的造冊嗎？,聯亞, 49.216.138.196 08/10 21:29 
ooxx123, 食藥署還不出來說清楚嗎,聯亞,    1.168.67.19 08/10 21:31 
Sawilliam, 又沒show卡 誰知道是不是偷打莫德納就算show卡 怎麼確定無造假？,聯亞,   114.32.3.198 08/10 21:32 
s81048112, 還有人上車阿xd,聯亞,    39.9.222.61 08/10 21:45 
totomo168, 817秀出你的高端意願勾選畫面,聯亞, 61.220.222.229 08/10 22:05 
MisuzuXD, 八卦柯粉到底要上幾台撞山車啊被假新聞騙的次數已經超越老人了吧,聯亞,   1.173.84.214 08/10 22:13 
kenned, 到底是4人打自家還是4人打國際,聯亞,118.166.103.207 08/10 22:18 
s81048112, 記者會都說得很清楚了 還分不清,聯亞,    39.9.222.61 08/10 22:19 
kenned, 請TVBS解釋記的一個月前疫苗廠員工也先打 要找找所以之前他們到底有沒有打 打了什麼,聯亞,118.166.103.207 08/10 22:21 
pchome321, 反觀,聯亞,101.137.231.127 08/10 22:22 
kenned, 話說高端到底算China Taiwan疫苗嗎????,聯亞,118.166.103.207 08/10 22:24 
realcom02, 相信食藥署專業 跟食藥署打一樣的,聯亞, 59.115.215.176 08/10 22:42 
xjiang, 祝他們幸福健康，平安喜樂,聯亞,  39.10.196.189 08/10 22:51 
pariswoman, 我不信 騙子講話 大便都可以吃,聯亞,   39.8.130.225 08/10 23:00 
chumichumi, 柯韓粉白高潮一場，可憐啊！,聯亞,  59.115.164.20 08/10 23:18 
ihaveto, 轉移術～食藥署～超額打,聯亞,  1.163.222.188 08/10 23:52 
zzzprince, 87,聯亞,  111.71.221.37 08/11 00:10 
bloodelf1003, 說四人你就信喔 唬爛,聯亞,  42.75.215.162 08/11 08:38 
diiky, 最好是喔...我記得他們董事出來講打國際,聯亞, 140.109.193.14 08/11 09:04 
ssisters, 是不是在等bnt,聯亞,  121.254.99.35 08/11 11:29 
D2026727, 很好奇…那個陳燦x有打自家的嗎？…,聯亞, 27.105.148.101 08/11 12:39 
hey1590, 這態度不健康,聯亞,   42.72.171.82 08/10 16:13 
sdg235, 幹，這也是不太好洗蝦洨？,聯亞,  111.82.143.17 08/10 16:13 
v2tsbasa, 我OK，你愛台灣你打,聯亞, 126.44.199.115 08/10 16:14 
FrankChaung, 覺青快把手臂留下來!!,聯亞,   117.56.71.99 08/10 16:14 
qwe516qwe516, 有四人了，不要太不滿,聯亞,   101.9.66.215 08/10 16:14 
chen31502, 供三小,聯亞, 114.24.186.188 08/10 16:14 
van2037, 還有817相挺,聯亞,  203.203.86.42 08/10 16:14 
A80211ab, 粗爆的言論大可不必,聯亞,  36.235.28.141 08/10 16:14 
Sabo5566, 國產要撈錢 連演都不會,聯亞,  49.216.173.77 08/10 16:14 
xheath, 那些總經理 副總 隨便也超過4個吧？,聯亞,   42.76.110.67 08/10 16:14 
rockyao, 這不太健康,聯亞,    39.9.79.248 08/10 16:14 
fernand, 自己人都不打是有什麼內幕嗎？,聯亞,  114.40.179.88 08/10 16:14 
kai3368, 自己人都不打 幹!,聯亞,  111.83.82.130 08/10 16:14 
YLTYY, 笑死,聯亞,223.138.248.251 08/10 16:14 
AustinRivers, 笑死   之前誰避重就輕,聯亞,   27.52.74.212 08/10 16:14 
Nevhir, 之前還有人吹說他們都打國產 結果是4/2614,聯亞, 111.250.227.46 08/10 16:14 
sdg235, 爛鐘到底要激怒多少台灣人？,聯亞,  111.82.143.17 08/10 16:14 
musicaledio, 四人相信高端 不要太不滿,聯亞,   114.34.12.58 08/10 16:14 
FFFFFFFF, 4/2614 這樣是幾%？,聯亞,114.137.100.103 08/10 16:14 
AustinRivers, 馬的  再騙阿,聯亞,   27.52.74.212 08/10 16:14 
phina005, 0.1趴，真虧你說的出來,聯亞,223.139.164.139 08/10 16:14 
xheath, 結果上電視喊那麼大聲 都打進口喔？,聯亞,   42.76.110.67 08/10 16:14 
kidd085, 上次不是很大聲嗆記者？,聯亞,  111.83.251.56 08/10 16:15 
AustinRivers, 騙人的是不是造謠仔阿,聯亞,   27.52.74.212 08/10 16:15 
kenbo, 代表什麼?代表自家人沒人想打這種爛東西啦,聯亞,  61.223.68.161 08/10 16:15 
xheath, 真他媽賤欸 幹,聯亞,   42.76.110.67 08/10 16:15 
stu86142002, 趕快給民眾打啊，樓下已經等不及想,聯亞,223.141.150.248 08/10 16:15 
FrankChaung, 薯長說不定這是個不錯的疫苗喔,聯亞,   117.56.71.99 08/10 16:16 
laersai, 這四位才是真覺青，其他都反串而已！,聯亞, 117.56.248.169 08/10 16:16 
AustinRivers, 什麼孕婦云云,聯亞,   27.52.74.212 08/10 16:16 
okichan, 笑死,聯亞, 118.166.34.225 08/10 16:16 
omoideomoi, 我建議已造冊打過的全部補一針高端,聯亞,  223.137.74.72 08/10 16:16 
lamigo520, 這態度不健康,聯亞,   39.9.197.244 08/10 16:16 
bluepahahaha, 自己不打是在推沙小,聯亞, 101.137.64.134 08/10 16:16 
takeda3234, 對製造廠員工來說 這很正常XD,聯亞,   39.9.172.104 08/10 16:16 
WeGoStyle, 4/2614=0.00154，笑死,聯亞,  1.200.189.176 08/10 16:16 
BaRanKa, 問的人心態不健康且言論太粗暴,聯亞, 210.242.38.140 08/10 16:16 
HarukaLM, 員工都對自家的產品沒信心了 誰敢打...,聯亞, 111.243.138.73 08/10 16:16 
b891313, 不健康,聯亞, 114.136.181.17 08/10 16:16 
ps1, 哈哈 這新聞是不是寫錯了 還一堆人相信,聯亞,114.136.122.105 08/10 16:16 
leo1217000, 不是一直有人帶風向說聯亞比較好,聯亞,   61.216.95.31 08/10 16:16 
cattgirl, 幹 自己公司都不敢用 還要全民接種?,聯亞,   42.73.232.71 08/10 16:16 
giggleboy, 自家人不打 還拿給人民打 操,聯亞,  101.9.198.235 08/10 16:16 
cisyong, 高端四君子,聯亞, 49.217.211.127 08/10 16:17 
leo1217000, 聯亞也是一個德性,聯亞,   61.216.95.31 08/10 16:17 
AustinRivers, 你家的人怕染疫  其他人不就該死,聯亞,   27.52.74.212 08/10 16:17 
dg01, 你們見這景象不會想阻止嗎,聯亞, 114.41.109.249 08/10 16:17 
simultaneous, 不要太不滿啦,聯亞,    39.13.65.88 08/10 16:17 
baiya, 哈囉 那位 台灣史懷哲 打高端了沒,聯亞,  122.118.35.48 08/10 16:17 
dontmind, 2614-4，也許其他2610人都是孕婦呀,聯亞,   111.71.89.96 08/10 16:17 
superAchung, 直接噓,聯亞, 110.28.130.118 08/10 16:18 
GhostIlander, 假新聞製造媒體zzzz,聯亞,  101.10.106.11 08/10 16:18 
littleme1125, 都造完冊打完了 才在說這不太好?,聯亞, 122.117.156.84 08/10 16:18 
AustinRivers, 請巧芯調查清楚  謝謝,聯亞,   27.52.74.212 08/10 16:18 
ga652206, 笑死 不敢打給你白老鼠打啊,聯亞, 118.232.27.172 08/10 16:18 
A80211ab, 真他媽夠賤,聯亞,  36.235.28.141 08/10 16:18 
leo1217000, 管理階層才最該打自家疫苗吧,聯亞,   61.216.95.31 08/10 16:18 
bluepahahaha, 自己不打國產 還浪費其他人的疫苗,聯亞, 101.137.64.134 08/10 16:18 
superAchung, 果然之前都是屁話，真的要你打的時,聯亞, 110.28.130.118 08/10 16:18 
Philethan, XDDDDDDDD,聯亞, 122.116.78.185 08/10 16:18 
jeff0025, 粗暴言論大可不必,聯亞,  61.218.53.138 08/10 16:18 
zzh1014, 賣吃的不敢吃自己賣的東西,聯亞, 223.136.206.35 08/10 16:18 
cisyong, 其實很多台灣電子汽車業的工程師也都不買,聯亞, 49.217.211.127 08/10 16:18 
superAchung, 候，全部龜縮，史上最大笑話,聯亞, 110.28.130.118 08/10 16:18 
sunnywing, 四人是哪四人 要頒功在黨國勳章嗎,聯亞,   1.34.110.218 08/10 16:18 
cisyong, 國產的，當過員工都知道品質有問題,聯亞, 49.217.211.127 08/10 16:18 
leo1217000, 你要送貨在外面跑的等國慘上架喔,聯亞,   61.216.95.31 08/10 16:19 
clwXXX,  https//i.imgur.com/0FCb0X8.jpg,聯亞,123.192.235.223 08/10 16:19 
abadjoke, 高端四君子 出來選立委好了,聯亞,  106.154.6.254 08/10 16:19 
AustinRivers, 這個新聞請巧芯跟在野黨追了  真實,聯亞,   27.52.74.212 08/10 16:19 
superAchung, 自己人都不敢打，好意思叫人民打,聯亞, 110.28.130.118 08/10 16:19 
AustinRivers, 性是否如新聞所述,聯亞,   27.52.74.212 08/10 16:19 
clwXXX,  https//i.imgur.com/H5nHQtH.jpg,聯亞,123.192.235.223 08/10 16:19 
nintenblo, 所以是誰在亂寫新聞？看其他家是寫四個人打國外疫苗，但其他都要打自家,聯亞, 180.217.24.123 08/10 16:19 
clwXXX, 完全寫反 這新聞會不會太扯,聯亞,123.192.235.223 08/10 16:19 
dahlia7357, 高端管理階層，沒人在打國產的啦,聯亞, 59.124.115.211 08/10 16:19 
cottontsai, 時鐘是說只有4個人打國際進口疫苗,聯亞,  219.91.14.234 08/10 16:19 
totomo168, http//i.imgur.com/OqFNbAc.jpg,聯亞, 61.220.222.229 08/10 16:19 
susanna026, 覺得 國產 自己生產的不敢打 叫老百姓,聯亞, 223.136.92.158 08/10 16:19 
meatmm, 當初講要帶整間公司打的那個咧?,聯亞,    1.172.96.32 08/10 16:19 
nintenblo, https//news.ltn.com.tw/news/life,聯亞, 180.217.24.123 08/10 16:20 
susanna026, 打？,聯亞, 223.136.92.158 08/10 16:20 
ps1, 這種假新聞八卦版還真相信,聯亞,114.136.122.105 08/10 16:20 
nintenblo, /breakingnews/3633655,聯亞, 180.217.24.123 08/10 16:20 
firen, 總是有帳號故意在控制推文數的感覺,聯亞,125.227.238.237 08/10 16:20 
bluepahahaha, 這不跟以前一樣不然吃自家的油品,聯亞, 101.137.64.134 08/10 16:20 
leo1217000, 笑死，原來是記者中文不好,聯亞,   61.216.95.31 08/10 16:20 
RossiBean, 笑死，高端還配合演演戲說都會打自家,聯亞,   223.140.9.28 08/10 16:20 
sunnywing, 副總李思賢強調自己及家人一定打高端,聯亞,   1.34.110.218 08/10 16:20 
cottontsai, https//reurl.cc/4aVW8v,聯亞,  219.91.14.234 08/10 16:21 
CloudyWing, 高端之前不是放路啊要打在家疫苗...,聯亞,   111.71.79.99 08/10 16:21 
superAchung, 噓,聯亞, 110.28.130.118 08/10 16:21 
rLks02, 有選擇的都不打國產 那4個人是被騙的吧,聯亞, 61.227.195.194 08/10 16:21 
CloudyWing, *放話,聯亞,   111.71.79.99 08/10 16:21 
nintenblo, https//reurl.cc/vqR7W1,聯亞, 180.217.24.123 08/10 16:21 
adolph666, 記者耳朵是不是該去檢查一下了,聯亞,175.181.185.199 08/10 16:22 
a311253263, 嚼卿也不打連員工都不是 還不是一直吹,聯亞, 111.243.93.152 08/10 16:22 
AustinRivers, 原來阿中有說明了   請ncc調查！！,聯亞,   27.52.74.212 08/10 16:22 
cps001, TVBS完全寫反了吧 要準備300萬了嗎?,聯亞, 60.250.188.191 08/10 16:22 
clwXXX,  https//i.imgur.com/mYAaCPt.jpghttps//i.imgur.com/UylVTpR.jpg,聯亞,123.192.235.223 08/10 16:23 
NetworkDemon, 笑死 才四個,聯亞, 111.252.59.207 08/10 16:23 
AustinRivers, 請ncc調查看到底誰亂寫！！,聯亞,   27.52.74.212 08/10 16:23 
Jack2277, 幹你娘好意思喔,聯亞, 111.83.214.223 08/10 16:23 
sunner717, 這4個一定是4%,聯亞,   1.200.41.123 08/10 16:23 
kidd310, 超屌，自己做的東西自己不敢用，倒是小綠綠們很愛，棒呆了,聯亞, 180.176.73.200 08/10 16:24 
leo1217000, OK，所以以下開改問這四個是不是高官,聯亞,   61.216.95.31 08/10 16:24 
rainin, 這四個人要升等加薪放榮譽榜了,聯亞, 223.138.91.199 08/10 16:24 
C00L, 馬的垃圾 有什麼臉笑kmt,聯亞,   223.137.39.1 08/10 16:24 
shamus2007, 0.1%仔？XDD,聯亞,   101.9.130.67 08/10 16:24 
good90150, 自己都不打，還要別人打，狗才打，幹,聯亞,  27.246.160.75 08/10 16:25 
clwXXX,  https//i.imgur.com/BaTakPb.jpg笑死改內文了,聯亞,123.192.235.223 08/10 16:25 
zainc, 只有4個選擇台灣價值，笑死 哈,聯亞,  1.160.204.235 08/10 16:25 
zw39107, 所以這篇是真的還假的，怎麼一個完全相反的說法出現了,聯亞, 49.217.134.224 08/10 16:25 
DPP48, 不錯喔，還有0.15%的自家員工敢打,聯亞,  1.200.140.164 08/10 16:25 
totomo168, 不是Novavav孿生兄弟世界第一棒嗎？,聯亞, 61.220.222.229 08/10 16:25 
waterfully, 現在高端根本也沒開施放打 除了二期實驗者,聯亞,  36.228.57.133 08/10 16:25 
good90150, 自己都不打高端，還要政府幫忙插隊打,聯亞,  27.246.160.75 08/10 16:25 
KDGC, 有包含已打莫德納的聯亞疫苗試驗主持人嗎？,聯亞,    123.204.7.8 08/10 16:25 
good90150, 國外疫苗，狗才打高端，幹,聯亞,  27.246.160.75 08/10 16:25 
ps1, 大家快上車啊 別刪文,聯亞,114.136.122.105 08/10 16:26 
shamus2007, 我記得之前爆出黑心油事件的時候，也,聯亞,   101.9.130.67 08/10 16:26 
AustinRivers, 阿中有解釋了  請ncc查核！,聯亞,   27.52.74.212 08/10 16:26 
shamus2007, 發現自家老董都不用自家的油,聯亞,   101.9.130.67 08/10 16:26 
jamescrw, 垃圾假新聞.. 人家是都想要打自家公司,聯亞, 223.136.91.213 08/10 16:26 
bkm1, 百萬高端仔：幹! 你們在陰我是不是???,聯亞,   101.9.160.16 08/10 16:27 
clwXXX, 新聞可以完全反著寫，TVBS也是很厲害,聯亞,123.192.235.223 08/10 16:27 
adolph666, 新聞已修改了喔 原PO要被罰了,聯亞,175.181.185.199 08/10 16:27 
eason0216, 一篇寫反的新聞 居然可以釣到這麼多人,聯亞,   223.140.58.1 08/10 16:28 
BlacKlonely, https//i.imgur.com/cvwTI0Q.jpg,聯亞,  27.53.186.211 08/10 16:28 
clwXXX, 某群人真的很愛上失智列車，每次都要挑戰最快翻車速度嗎,聯亞,123.192.235.223 08/10 16:29 
ps1, 前面幾樓的推文可以笑一下,聯亞,114.136.122.105 08/10 16:29 
ef863756, 抓到300W,聯亞, 118.163.49.180 08/10 16:30 
ps1, 這也是不太好,聯亞,114.136.122.105 08/10 16:31 
saintW, 假新聞,聯亞,    84.17.37.57 08/10 16:31 
bkm1, 這種智商做出來的東西.....嗯.....快點去打!,聯亞,   101.9.160.16 08/10 16:31 
alexfame, 看到某群人只看到假新聞就高潮了,聯亞,  114.43.95.103 08/10 16:32 
Linama, 假新聞帶風向成功,聯亞,  27.247.42.172 08/10 16:32 
superAchung, 噓,聯亞, 110.28.130.118 08/10 16:32 
baiya, 原PO把最後一段寫反了 要水桶了嗎,聯亞,  122.118.35.48 08/10 16:32 
dsfrf, 笑死，鬼島小吃攤也不敢吃自己煮的東西阿。,聯亞, 223.138.96.171 08/10 16:33 
michael54, 做的人不敢打，審查的人也不敢打，能打嗎？,聯亞,114.136.223.164 08/10 16:33 
Linama, 再次見證失智列車...,聯亞,  27.247.42.172 08/10 16:33 
hs4551, 故意誤導民眾的假新聞！,聯亞,   1.171.12.200 08/10 16:34 
achun1212, 幹  宅配人員染疫是沒人可代替喔？這,聯亞, 49.216.143.238 08/10 16:34 
sunchen0201, 不打還有別人要打，懂?,聯亞,  1.172.193.125 08/10 16:34 
achun1212, 些職業被取代性這麼高，是有差喔。這牙醫邏輯有夠差。,聯亞, 49.216.143.238 08/10 16:34 
mar5566, 萬人響應 一人到場!!!,聯亞, 123.192.83.131 08/10 16:34 
y800122155, 直接開車欸XDDDDDDDDDDDDDDDDD,聯亞, 123.193.249.26 08/10 16:34 
dark22, 完全寫反也是很厲害,聯亞, 122.121.187.99 08/10 16:35 
duck60402, 最後那段有影片嗎 怎會有差異那麼大的新聞,聯亞, 223.141.54.121 08/10 16:35 
werqq, 這樣問不健康,聯亞, 223.139.59.155 08/10 16:36 
Linama, tvbs真壞，新聞人數寫反，失智列車又開了,聯亞,  27.247.42.172 08/10 16:36 
gameguy, 有事？,聯亞,  27.246.36.177 08/10 16:36 
clwXXX, 樓上 TVBS改內文了哦，影片就今天記者會,聯亞,123.192.235.223 08/10 16:36 
takeda3234, 原意原來是相反= =,聯亞,   39.9.172.104 08/10 16:36 
TaiwanUp, 沒差 反正TVBS登個小小的道歉啟事就好,聯亞,   119.14.24.47 08/10 16:37 
sunlman, 唉 台灣媒體真的是亂源,聯亞, 140.112.125.75 08/10 16:38 
superya, 再問就是居心叵測,聯亞,  101.10.13.187 08/10 16:38 
armstrong09, 都打完了才在這邊講不太好個屁,聯亞,  110.28.11.139 08/10 16:39 
kpier2, 「正常國人盼本土疫苗成功」,聯亞, 114.33.205.240 08/10 16:40 
evan000000, 來看高端仔嘴失智列車,聯亞,  27.242.36.176 08/10 16:40 
james5566, https//reurl.cc/2r9v5O 綠共老小覺青本色 嘴裡愛黑箱疫苗 身體誠實外國疫苗欺騙洗腦低能兒去送死,聯亞, 111.241.19.171 08/10 16:44 
camel0726, 一大堆人也不會驗證一下，人云亦云。素質堪憂！建議最好點進網址看是不是真,聯亞,   27.247.2.215 08/10 16:45 
horseface, 嘖嘖，蟑螂不要見獵心喜,聯亞,  99.57.141.224 08/10 16:45 
lain2002, 4人很多了,聯亞,  101.9.130.183 08/10 16:45 
mikezip, 是多菜還是多邊緣,聯亞,   1.200.168.26 08/10 16:46 
god890529, 可憐哪,聯亞, 114.37.188.139 08/10 16:47 
mapleleaf052, 很不健康建議全補打,聯亞,223.136.201.223 08/10 16:48 
vincent0412, 哪家媒體才是正確的？,聯亞,  101.9.105.139 08/10 16:49 
duck60402, 看到新聞修改了，想說時鐘大多報喜不報憂，要是自家人沒人要打國慘這種丟臉到極點的消息怎可能說出來,聯亞, 223.141.54.121 08/10 16:50 
shamus2007, http//i.imgur.com/DaVWufg.jpg,聯亞,   101.9.130.67 08/10 16:50 
frank45328, 這半年來表現真嘆為觀止XD,聯亞,  117.56.215.17 08/10 16:51 
dark22, 看記者會是說2家廠商造冊完 只有4人打國外廠牌疫苗 其他的都打自家疫苗,聯亞, 122.121.187.99 08/10 16:52 
reason825, 這新聞剛好寫相反，應該可以告了,聯亞,   1.173.84.172 08/10 16:55 
ttyyll03, 無腦側翼繼續挺,聯亞,   1.175.85.181 08/10 16:55 
kkking, 怎麼不看逐字稿了，失智列車要開去那,聯亞,  111.71.32.129 08/10 16:58 
guagua1101, 唬爛跟我聽的完全不一樣,聯亞, 49.216.139.153 08/10 16:58 
DongRaeGu, 疫苗研發者、公司高層都沒打？,聯亞,   1.160.16.232 08/10 17:00 
swgun, 連加恩打什麼牌子,聯亞,   61.70.224.27 08/10 17:06 
wnin, 齁敢問連加恩自己有打高端嗎?,聯亞,   1.200.67.209 08/10 17:08 
lolic, 幹你娘,聯亞,   42.73.67.117 08/10 17:11 
vm06wl, 要提升信心就DPP帶頭打給民眾看啊，一個都別跑,聯亞, 223.140.155.65 08/10 17:13 
stoke4096, 造謠成這樣，只有4個人打過疫苗，其他等自己家的，失智列車又開了,聯亞, 182.235.179.17 08/10 17:17 
s81048112, XD 跟記者會完全相反的標題又釣到一堆沒看過記者會 為反而反的,聯亞,    39.9.222.61 08/10 17:18 
serrier, 唬爛後代不得好死可以嗎造冊只有四人?那如果其他打沒造冊是?唐鳳又消失了?網路查一下誰打啥疫苗很難,聯亞, 118.165.56.168 08/10 17:20 
s81048112, 還有人上車?,聯亞,    39.9.222.61 08/10 17:21 
photonic, 查一下民進黨員為什麼我點進去跟你裡面寫的不一樣阿,聯亞, 114.136.125.66 08/10 17:29 
xfaw4d35t, 所以高端的高端都不打高端喔,聯亞,  114.25.35.193 08/10 17:30 
BlacKlonely, 靠北 剛剛點進去看 這新聞會轉彎,聯亞,  27.53.186.211 08/10 17:37 
loverubio99, 不要臉,聯亞,  211.22.178.36 08/10 17:44 
madaofreak, 阿中這話是還有4人打不太好嗎,聯亞,   110.30.40.38 08/10 17:44 
bart102617, 超屌!!! 文章偷偷更改喔 垃圾媒體,聯亞,  118.160.52.27 08/10 17:51 
triplee, 這篇內容完全寫反了也太扯 根本就記者想,聯亞, 220.228.195.32 08/10 17:51 
nzej723yyip, 綠蟑的最愛 比4%更低,聯亞, 49.216.176.225 08/10 17:51 
triplee, 著自己的劇本 沒搞清楚就自己接,聯亞, 220.228.195.32 08/10 17:52 
bart102617, 八卦失智列車發車 柯韓粉高潮到抽蓄,聯亞,  118.160.52.27 08/10 17:52 
Amewakahiko, 失智列車撞山了 笑死,聯亞,  118.169.90.70 08/10 18:07 
Sailado, 這個假新聞讓4%仔高潮也是厲害,聯亞,114.137.144.217 08/10 18:11 
tasiki2002, 這樣的施打人數不健康,聯亞,  112.78.73.156 08/10 18:41 
OverInfinity, 失智列車又來了,聯亞,  151.46.84.168 08/10 19:15 
wen39, 幹 自己做的都不敢打,聯亞, 175.183.22.101 08/10 19:24 
lazybr, 自家員工都不支持自家疫苗了,聯亞, 180.217.45.103 08/10 19:41 
lovefriend, 這.....笑了~,聯亞,   1.172.114.80 08/10 19:46 
ilovecat5566, 齁～不要太不滿,聯亞,  49.217.65.227 08/10 19:46 
blus1986, 高端連亞連研發人員都不敢打，什麼垃圾疫苗什麼垃圾疫苗等全公司敢打在拿出來,聯亞,223.140.169.197 08/10 20:02 
tubahorn, 居然還有4個人打，這樣你睡得著嗎？,聯亞,  163.29.121.28 08/10 20:08 
keny, tvbs報導跟其他家媒體完全相反,聯亞, 114.136.237.13 08/10 20:10 
sugigu, 四趴仔文盲堪慮,聯亞,  125.230.42.46 08/10 20:15 
marknm, 誠實中,聯亞,    61.230.23.6 08/10 20:31 
bananaduck, 幹！,聯亞,  122.118.17.68 08/10 20:34 
papaganono, 失智列車啟航跟事實完全相反的文章,聯亞,   101.10.94.28 08/10 20:59 
devidevi, 網址內文有更新了,聯亞,   203.77.48.47 08/10 21:00 
babywipes, 噁心,聯亞,  111.71.212.43 08/10 21:03 
WoaVoa, 真的好有用早就偷打了，自家人都不捧場了,聯亞,  42.73.211.220 08/10 21:26 
s81048112, 繼續看有人上失智列車,聯亞,    39.9.222.61 08/10 21:46 
MisuzuXD, 八卦失智列車又上車了,聯亞,   1.173.84.214 08/10 22:10 
clarysage4, tvbs居然噁成這樣，媒體自己造謠寫相反的假新聞，騙自家受眾,聯亞,   1.200.249.27 08/10 22:18 
insect0816, 八卦失智列車繼續開 笑死人,聯亞,   61.230.1.127 08/10 22:19 
helba, 柯糞酸的很爽嘛 失智列車開起來,聯亞, 223.137.206.45 08/10 22:20 
qwerfun, 此人真像小丑,聯亞, 123.192.176.97 08/10 22:24 
