contents,key word
沒用了 台灣還是很多智障不知道,BioNTech
抹黑人家 丟臉丟到全世界,BioNTech
嚴辦這些畜牲,BioNTech
笑死，我們真的被當小狗欸,BioNTech
蟑螂每個都閉嘴了 不是很會酸BNT,BioNTech
300,BioNTech
要當凱子被薛一波了嗎～～,BioNTech
https//bit.ly/3vvQfxe,BioNTech
政府無法無天了嗎 謊言不斷 出門不怕被,BioNTech
車撞死嗎,BioNTech
推,BioNTech
errrrrrr,BioNTech
反觀台灣,BioNTech
認知作戰,BioNTech
bnt全部都是在美國生產的...,BioNTech
新加坡也是中共同路人,BioNTech
他們還跟ARCT做研究啊 台灣快跟上,BioNTech
可粘阿 你台灣木有人才 都是人__ 呵呵,BioNTech
可能1450自己想打柯興吧 眼裡只有柯興,BioNTech
沒遠見 不來台灣你會後悔,BioNTech
台灣不是東南亞,BioNTech
台灣人的素質怎麼都拉不上來 好奇怪,BioNTech
台灣人寧願病死也不願意向中資下跪,BioNTech
https//i.imgur.com/LbhhINo.jpg,BioNTech
BNT認證被中國惡搞QQ,BioNTech
台灣政治掛帥,BioNTech
反觀～,BioNTech
反正不是Errr男台灣,BioNTech
意思是之前台灣對口罩禁止出口是不利廠商,BioNTech
選擇台灣的原因之一嗎？,BioNTech
因為新加坡去年很早就斥巨資入股BNT了，,BioNTech
跟上海復星以及輝瑞是一樣的。,BioNTech
就是何晶入的股,BioNTech
民進黨政府去年一年，關於疫苗，什麼提,BioNTech
前準備都沒做。,BioNTech
台灣搞了一年 還在勤洗手 戴口罩,BioNTech
Taiwan can help,BioNTech
原來去年世界各國都在參股國際疫苗大,BioNTech
廠,BioNTech
就只有我們在大內宣還沾沾自喜 難怪現,BioNTech
在被當笑柄,BioNTech
反觀,BioNTech
台灣help???,BioNTech
疫苗問題去年就有人點出了  就政府還在,BioNTech
睡啊～,BioNTech
別再肖想bnt了 從王定宇的文跟覺青側翼的,BioNTech
風向來看，bnt已經被定調是中國疫苗了,BioNTech
台灣會外包再外包 各種分油水,BioNTech
台灣藥廠外國不信啊,BioNTech
heeheehee,BioNTech
管你在哪，中國都不行啦,BioNTech
反觀台灣 除了送口罩還能幹嘛？,BioNTech
這不是DPP看不起的鼻屎國嗎?,BioNTech
台灣有阿推國產阿 你各位再等等七月底..,BioNTech
bnt 我可以,BioNTech
臺灣就沒有要爭取是在…連BNT疫苗都沒要,BioNTech
買了來這設廠…,BioNTech
我們技術比不上人家  也沒接洽設廠  幹幹,BioNTech
我是覺得要罵要羞辱人家到時候就...,BioNTech
不要在那說人家不幫你什麼的=_=,BioNTech
台灣要國產好棒棒啦,BioNTech
good show,BioNTech
擋人財路啊,BioNTech
台灣是連az都不要好嗎！只想慢慢國產而,BioNTech
羨慕日本南韓新加,BioNTech
過去一整年什麼備案都沒有 在職場這樣,BioNTech
的經理人會被fire吧 然後現在完全不會,BioNTech
反省,BioNTech
東南亞跟我們沒有關係,BioNTech
台灣太多智障討論事情都要扯大陸，難,BioNTech
怪人家不來,BioNTech
台灣政治角力 這水太深 外國人不會,BioNTech
想淌這渾水,BioNTech
台灣有高端 你BNT想來也不會給的 只會被抹,BioNTech
居然沒把TAIWAN CAN HELP 放在眼裡,BioNTech
台灣唷? 看到以前宇昌之類的殺法誰還敢來,BioNTech
星國做事透明、遵守國際規範，不會有疫苗,BioNTech
保護主義,BioNTech
不管誰來都被另一邊的獵巫釘十字架啦,BioNTech
台灣擺明政策性養高端，在商言商，誰會,BioNTech
肯進來,BioNTech
#吳大力尾,BioNTech
激進要出征德國了嗎?,BioNTech
是不是中國也設廠惹,BioNTech
噗！怎麼不設在中國…,BioNTech
不用羨慕了 這間公司現在已經被抹成中共同路人了XD,BioNTech
買不到就先抹紅再說,BioNTech
健保搞到醫療廠都跑光了 應該沒人想來台灣,BioNTech
有高端阿 你忘拉?,BioNTech
因為你不是聯合國認可的主權獨立國家 懂?,BioNTech
因為蔡英文只會網軍治國，草包一個,BioNTech
QQ想到當初口罩廠的故事....,BioNTech
黨相信黨,BioNTech
又是上海復星，不會買啦,BioNTech
中時 保留意見,BioNTech
真的此一時彼一時,BioNTech
要花兩年 先騙錢再說 XD,BioNTech
我們有自己的疫苗,BioNTech
島國明明可以用g排店來討價還價的，結果自己打爛一,BioNTech
手好牌,BioNTech
不然，設在馬來西亞新山也比較便宜…,BioNTech
你是不是中共同路人…,BioNTech
新加坡的製藥產業鏈蠻強的，不意外,BioNTech
而且民進黨擺明要扶植自己廠商 傻了才來台灣,BioNTech
台灣超前部屬,BioNTech
新加坡設行政分公司可以理解，工廠？,BioNTech
有”有政府，好安心”,BioNTech
不會買啦 垃圾中國疫苗,BioNTech
台灣只有半導體產業有聚落優勢而已,BioNTech
打疫苗是唯一解，我們需要安全的疫苗,BioNTech
https//xw.qq.com/amphtml/20210510A009TM00,BioNTech
在上海打不到上海復興 可笑,BioNTech
台灣有國苗國造阿,BioNTech
Errrr被超前了,BioNTech
人家才是超前部署,BioNTech
復必泰效果就事論事就好 也不用大陸產就貼標籤啦,BioNTech
是BioNTech設廠 並不是輝瑞設廠,BioNTech
臺灣有採購法 圖利廠商會抓人去關,BioNTech
所以要收澳洲和東南亞的人體試驗…,BioNTech
2023也太久,BioNTech
哈哈哈 認知作戰又來 連設廠都可以搞混,BioNTech
2023 ...?,BioNTech
新加坡國家補助不手軟，成本絕對不會是問題啦。,BioNTech
台灣人應該不能想像新加坡政府是怎麼運用稅金的。,BioNTech
新加坡是國際承認的國家，中共也沒也在國際打壓他們。,BioNTech
打上海復興是什麼東東啦？腦袋還好吧？,BioNTech
因為是支那小老弟啊,BioNTech
不是輝瑞,BioNTech
台灣哪個官員敢簽這種約應該會被抓去關吧？,BioNTech
你問隔壁流氓啊,BioNTech
新加坡可是幾家國際大藥廠都有設工廠的地方，不管是稅收政,BioNTech
策還是人才方面都完虐台灣。,BioNTech
台灣要檢討的是為啥國際藥廠寧願在新加坡跟中國設廠也不願,BioNTech
意來台灣，比上比下都不足。,BioNTech
喔,BioNTech
2年喔？那不關我們的事了,BioNTech
第一段就寫到新加坡不只是行政總部，還生產疫苗和藥物,BioNTech
逼嗯梯第一波當然要自己先賺飽，2023有什麼好奇怪？,BioNTech
許多專家預測武肺流感化，到時候2023你台人又要哭一次了。,BioNTech
民進黨口中的鼻屎國啊…,BioNTech
最後一段不就是要在中國設合資工廠，有人看不懂字是嗎,BioNTech
最快2023年,BioNTech
以藥廠來說 新加坡好太多啊,BioNTech
新加坡政府大力支持 還有語言優勢,BioNTech
誒要花兩年耶....台灣刁民現在就要打,BioNTech
台灣韭菜只能等國產,BioNTech
台灣搶不到疫苗就拜一中所賜,ptt還一堆一中仔
反正那些選民不痛不癢管他們去死,BioNTech
因為新加坡沒有民進黨,BioNTech
之後在亞洲韓國生產默德納 新加坡生產逼恩踢 台灣國國產嘻嘻,BioNTech
台灣：輪流停電，大家一起出來扛,BioNTech
綠共犧牲人命保全自己的政治生命,BioNTech
因為德國把台灣畫在中國，所以台灣疫苗代理才在中國,BioNTech
跟美國和德國政府談判呀 晶片換疫苗,BioNTech
覺青：鼻屎國,BioNTech
菸糞蟑螂：errrrr,BioNTech
你的心得……是不是沒看內文 噗,BioNTech
台灣又不用中國疫苗 只能打快過期的AZ,BioNTech
不就代表支那自研疫苗太爛 只好買國外技術,BioNTech
一樓 這人就愛反串的,BioNTech
拒買 是BNT需要臺灣市場,BioNTech
邏輯還好嗎？施主,BioNTech
這很早之前就有的消息，輝瑞的BNT跟復星BNT都是用德,BioNTech
國技術製造,BioNTech
道瓊直接跳1200點,BioNTech
明天台股生技要挫賽惹,BioNTech
川普表示 為什麼不再選前公布???,BioNTech
https//i.imgur.com/IoeUlmY.jpg,BioNTech
川川就只差幾周 真的是時也命也運也...,BioNTech
搶一波多，然後作空???,BioNTech
空國光來得及嗎,BioNTech
1500點了,BioNTech
現在買股票來的及嗎,BioNTech
台灣又沒有很多人需要,BioNTech
東洋從來都沒搶過啊,BioNTech
每一家都在吹自己多強 股價就飆漲 超爽DER,BioNTech
沒實戰過 都騙人  得過病的 還能在得第二次 你想武肺有這麼弱,BioNTech
美股期貨吃春藥喔,BioNTech
現在警急開發的疫苗目標是降低重症與死亡率的,BioNTech
就算得第二次只要症狀變輕也是值得開發,BioNTech
#MAGA 2020,BioNTech
輝瑞的疫苗是三期試驗了吧,BioNTech
疫苗卡川,BioNTech
現在才公布 川普哭了,BioNTech
連疫苗都卡川==,BioNTech
來，我先打！！,BioNTech
川普真的雖,BioNTech
推個,BioNTech
XD,BioNTech
我們有很穩定的高端,Moderna
一直說疫苗夠了 買一點點 原廠幹嘛分給,Moderna
我敢說！國際上就是沒有現貨,Moderna
所以只看第一劑就是唬弄而已 不看第二劑,Moderna
還以為澳洲和台灣是同個級別 但看第二劑,Moderna
就知道差很多 所以台灣在國際上防疫評比才,Moderna
是後段 基本上是靠人民自發,Moderna
靠別人送的衝高第一劑，第二劑自購到貨,Moderna
量慘到現出原形,Moderna
反觀...,Moderna
就疫苗採購能力差啊或是骨子裏根本就想,Moderna
靠高端 你看看到貨的疫苗有多少是政府,Moderna
買的就知道了啊,Moderna
看看五月前政府吹有三千萬劑就知道了,Moderna
其中一千多萬竟然是高端聯亞勒,Moderna
台灣還有部分是靠外國施捨和計入高端這,Moderna
種實驗品呢 實際上只計算靠自己買的合,Moderna
格疫苗數字會更難看,Moderna
台灣高端穩定供貨 人民挑疫苗不愛打,Moderna
笑話啊，怕買太多,Moderna
疫苗夠啊 你各位自己不打高端的,Moderna
綠班：澳洲又沒有中共擋疫苗！！,Moderna
台灣疫苗一直夠 你看高端,Moderna
沒辦法 人家看你疫情穩定 疫苗又不,Moderna
自己買 再送國內也是會有輿論的,Moderna
爛政府,Moderna
食藥署自己都不打高端,憑啥叫人民打高端
反觀,Moderna
反觀,Moderna
3000萬劑太多了,Moderna
https//i.imgur.com/KoMlDbr.jpg,Moderna
他國事務,Moderna
反觀,Moderna
現在國際上沒有現貨,Moderna
隨隨便便就是一百萬劑,Moderna
我敢說世界上一定買不…沒事,Moderna
你是生長在澳洲嗎？管很寬,Moderna
有時間拍雜誌，撥不出時間催疫苗,Moderna
尊絕不凡莫德納疫苗打不到第二劑,Moderna
買那麼少被跳過很正常,Moderna
就是台灣的沒貨。,Moderna
台美友好，沒事的，我們是訂24000小時,Moderna
台灣買那種數量還敢跟人家催貨阿,Moderna
到貨，一定準時到貨,Moderna
可惡的澳洲買走了 害台灣買不到,Moderna
有時間告人 沒空買疫苗,Moderna
澳洲是不是在惡搞台灣,Moderna
時鐘：我敢說現在沒有現貨,Moderna
反觀 世界怎麼跟得上台灣,Moderna
買疫苗不是在買菜,Moderna
某鐘 我敢說現在全世界就是沒貨,Moderna
反觀買那麼少的台灣……可憐,Moderna
大戶喊著要拿貨 小戶就被排去後面了,Moderna
到底是沒有現貨還是要整個狀況外呢？,Moderna
這次要叫誰去催貨,Moderna
反觀,Moderna
反觀817選的,Moderna
為什麼韓國跟郭董催貨都用，政府在幹嘛?,Moderna
反觀台灣買不到 世界怎能跟台灣比,Moderna
需更多國外疫苗資訊 防政府以資訊不對等唬人,Moderna
反,Moderna
好啦 槍斃陳時中 有兩億劑疫苗了,Moderna
你當買疫苗是在買菜？,Moderna
台灣一直都很足夠阿！怎麼了！,Moderna
蔡英文說已訂了次世代莫德納，問題這,Moderna
世代都沒來一堆疫苗孤兒，明年次世代,Moderna
會拖多久？,Moderna
月底前能到貨千萬劑...,Moderna
年底= =,Moderna
政府：我跟你們一樣也打不到第二劑啦 乖,Moderna
高端不用等，心態不夠健康,Moderna
反觀,Moderna
跩啥 我們高端到貨就報到你阿罵都知道,Moderna
反觀,Moderna
控制的很好，疫苗也足！不要太不滿,Moderna
反觀,Moderna
反觀,Moderna
反觀,Moderna
我敢說現在全世界就是沒現貨,Moderna
反觀,Moderna
反觀 乞丐力就是防疫力,Moderna
我們的呢？,Moderna
澳洲人口2500萬買8500萬劑疫苗，反觀,Moderna
台灣買不到,Moderna
有位指揮官嫌3000萬劑疫苗太多呢,Moderna
窮人沒有挑食的權利，就打AZ,Moderna
不是沒貨 是沒台灣的貨^_^,Moderna
反觀,Moderna
這種小事處理成這樣，我真不敢想像要,Moderna
台灣某神疫苗足夠了,Moderna
是打仗民進黨會怎麼處理XD,Moderna
一直說疫苗夠了 原廠幹嘛分給你,Moderna
你台灣敢買快過期的疫苗還不被罵死,Moderna
反觀,Moderna
民進黨政府買疫苗的佈屬真的很遲鈍,Moderna
不可能的任務,Moderna
反觀 買太多,Moderna
https//i.imgur.com/5bb52E9.jpg,Moderna
反觀,Moderna
x灣很多蟲洞，找找看莫德納是不是掉,Moderna
我保證市面上沒有現貨辣,Moderna
裡面了,Moderna
https//i.imgur.com/BZEDlzE.png,Moderna
我敢說…,Moderna
反觀本國無能的中央政府CDC,Moderna
沒差 反正選舉時大家還不是要含淚投,Moderna
https//i.imgur.com/ne4niCz.jpg,Moderna
塔綠班買太多了啦,Moderna
澳洲人口才這麼點 不怕打不完?,Moderna
我們到底什麼時候要去跟人家喬moderna回,Moderna
來打,Moderna
反觀,Moderna
政府就承認疫苗採購遇困難算了,Moderna
現在還拉不下臉死賴疫苗夠笑死,Moderna
越撐越難看,Moderna
所以這一百萬是現貨嗎?還是等到現在才來,Moderna
反觀台灣 塔綠班採購 到貨量跟滴尿一樣,Moderna
只有台灣買不到,Moderna
真正的國家是長這個樣子,Moderna
不過台灣不是國家 所以合理,Moderna
美國大禮包快點弄好  上一包一千億而已,Moderna
人家都在換貨調貨 我們在？？？廢物呀,Moderna
來一包兩千億的試試水溫,Moderna
粗暴的反觀Duck生氣氣！,Moderna
反觀台灣政府就是廢,Moderna
sticheris 你的言論太可怕了 我幫你轉,Moderna
塔綠班：沒有現貨啊...當我沒說好嗎,Moderna
明年投票前應該會拿疫苗買票啦,別急
反觀,Moderna
有人嫌3000萬劑太多了,Moderna
衛福部跟警察局 動不動就要槍斃人 可怕!,Moderna
時中：國際缺貨，韓國、澳洲表示：...,Moderna
垃圾鐘禍害台灣 居心叵測 疫苗本來可以,Moderna
不缺,Moderna
破鐘我眼睛看不到cc,Moderna
反觀台灣 各種混打,Moderna
順帶一提的是澳洲人口數,Moderna
只比台灣多一兩百萬,Moderna
反觀我們只能靠郭董台積慈濟,Moderna
反觀塔綠班 真是個廢物政府,Moderna
https//i.imgur.com/8yM1JFo.jpg,Moderna
笑死 人家比較晚訂的都陸續到了,Moderna
反觀說沒有現貨的詐騙仔,Moderna
台灣的呢？,Moderna
反觀,Moderna
反觀,Moderna
羨慕,Moderna
紐西蘭也是12歲以上都能預約打輝瑞,Moderna
大禮包有多貴來多貴  有多大包來多大包,Moderna
果然年底快過期的疫苗很好買,Moderna
台灣有的是錢  負債拉滿  有錢大家賺,Moderna
粗暴言語duck boobie,Moderna
反觀鬼島？,Moderna
台灣沒去搶這類的,Moderna
反觀,Moderna
幹,Moderna
反觀,Moderna
反觀QQ,Moderna
購買快過期的劑量... 台灣就愛新鮮直送,Moderna
澳洲是最近搶購的喔，台灣去年買的還沒來,Moderna
嗎,Moderna
幹伶娘 民進黨下台吧,Moderna
9月1100萬..台灣有這量 問題早沒了,Moderna
就明擺著要逼你們打高端，你看疫情稍微爆,Moderna
，高端人數就變多,Moderna
反觀鬼島 幹你老師,Moderna
欸，28天早過了，等不到第二劑,Moderna
反觀鬼島養蟑螂就夠了買什麼疫苗！,Moderna
反觀,Moderna
澳洲也很厲害用先借後還的方式拿到不少,Moderna
買菜啦買菜啦,Moderna
反觀台灣 別人捐什麼就打什麼毫無規,Moderna
反觀,Moderna
一百萬莫耶 可以分點來台嗎,Moderna
澳洲動物比人多都這樣重視生命了，台灣,Moderna
呢？,Moderna
台灣真的垃圾,Moderna
塔綠班罵人意識形態wwww,Moderna
我敢說現在一定沒有疫苗現貨啦,Moderna
反觀,Moderna
時中：「你以為是買菜嗎」,Moderna
樓下塔綠班蟑螂出征澳洲,Moderna
反觀塔綠班繼續說買夠了 買了也沒現貨,Moderna
兩年了澳洲來第一批莫德納,Moderna
反觀,Moderna
不是每天在催貨催去哪了,Moderna
反觀台灣,Moderna
反觀藥廠業務還在說沒現貨好買,Moderna
還是澳洲打壓台灣?,Moderna
太晚我們不要,Moderna
反觀台灣,Moderna
台灣有比較差嗎?,Moderna
https//bit.ly/2Xa7pUT,Moderna
https//bit.ly/3txFr1r,Moderna
反觀,Moderna
反觀,Moderna
國外政府官員訂完都會去催貨協商,Moderna
台灣官員只會說沒有現貨,Moderna
沒貨也會跟各國外交協商 未來疫苗換,Moderna
現貨  最會外交談判的台灣政府只會,Moderna
行乞  笑死,Moderna
政府講的話可信度愈來愈低,Moderna
就是要給大家打高端，還不是一堆四趴在,Moderna
反觀垃圾CDC，莫德納還是分年買的,Moderna
反觀什麼啦？我們也有打不完的高端,Moderna
阿共能擋住莫德納疫苗進口嗎?,Moderna
好啦你趕快買,Moderna
到貨了大概又要說啥只到100萬,Moderna
DPP裝死中~,Moderna
啊不是全世界都在缺貨？？?？,Moderna
反觀廢物無能塔綠班,Moderna
不就要你打最貴的高端 可悲政府,Moderna
不是有BNT...,Moderna
不是一堆人想要混打BNT,Moderna
反觀…,Moderna
補充，主要是替代AZ供應偏鄉跟社區,Moderna
一百萬劑是透過歐盟，集歐洲各國即期,Moderna
多餘疫苗,Moderna
反觀啦哪次不反觀,Moderna
有高端不打 就不要吵,Moderna
反觀 然後看到新聞有人繼續裝死,Moderna
反觀無能塔綠班蓋牌組織,Moderna
不要太不滿,Moderna
反觀,Moderna
反觀廢物cdc,Moderna
幹~開放藥廠代理疫苗進口啦!拎北自己買,Moderna
你的高端留給第二類官員啦!幹,Moderna
反觀,Moderna
不是還有高端嗎 哭什麼,Moderna
去年10月買的莫德納,已經快一年了
出貨,甭說追究責任
老人第一劑很多都打超過2個月了,貨不來
怎不學學澳洲、韓國,先和其他國家借貨
等自購的貨到再歸還,或是買即期品救急
散彈槍式爆打高端10隻會贏吧,Moderna
我看起來像時鐘嗎,Moderna
我也等不到第二劑moderna,Moderna
你是外送員喔?,Moderna
這疫苗其實有點奇怪，你沒事幹嘛去玩俄,Moderna
混高端比較好吧,Moderna
染疫然後恢復比打疫苗強,Moderna
高端副作用少當然混高端,Moderna
羅斯輪盤玩完還是要再玩更大的，可能這,Moderna
樣我考不到好學校,Moderna
國外有開放混打 ok的,Moderna
一萬美金 你做夢吧 100美金還差不多,Moderna
打最好的高端阿,Moderna
只打一劑就得也會boost啊,Moderna
一樣都是mRNA沒意義,Moderna
太傳神了，台灣鯛就是這樣,Moderna
阿幹 不問醫師不然要問誰,Moderna
中肯,Moderna
自己不會評估就承認，很難嗎？,Moderna
建議可打然後出事不就評估錯誤,Moderna
照念就對了啦 叫他自己選,Moderna
仿單跟屎一樣,Moderna
前：神醫　後：庸醫、殺人魔,Moderna
希望四樓以後找的到醫生幫他評估正確,Moderna
我自己會研究 謝謝,Moderna
被害妄想症,Moderna
現實就是這樣啊 被害妄想症也是因為有案例,Moderna
有人發生過 自然會怕 恐懼支配的理性,Moderna
凡是疫苗的問題我一律建議問自己,Moderna
科學精神就是是就說是不是說不是不,Moderna
知道就說不知道,Moderna
沒辦法評估你就說不知道就好，不給,Moderna
評估或是給一個自己安心的答案對得,Moderna
起病人嗎,Moderna
回不知道又要被靠夭說當醫生不知道,Moderna
真的智障，你既然也知道怎樣都會被,Moderna
罵怎麼不選一個合邏輯對得起自己良,Moderna
心的,Moderna
選一個對自己一點好處都沒有的答案,Moderna
幹嘛,Moderna
到時染疫就怪你叫病人不要打 還不是一樣,Moderna
怎麼會沒好處？ 減少跑法院的機率就是好處,Moderna
啊，以為無罪就不用成本哦？,Moderna
我都打McDonald's,Moderna
有些人真的是沒腦子,Moderna
你說不知道他是要告個屁,Moderna
會比你亂給個不符合專業判斷的答案,Moderna
容易告嗎,Moderna
同樣有慢性病就是有人活有人打完死,Moderna
說不知道脫不了身吧，沒出社會智力還沒成長,Moderna
吼,Moderna
你能自私，其他人不行？,Moderna
說真的.健康的人都有一定的風險..,Moderna
加油啦  主要原因讓大家擔心害怕的,Moderna
原因很明顯阿,Moderna
打EUA疫苗.風險須自行評估.沒有萬全疫苗,Moderna
好 阿姨加油 祝福您的耐心有好結果,Moderna
希望您可以安心平安,Moderna
推一下 有醫生願意幫忙檢查算不錯了,Moderna
畢竟現在疫苗大多是EUA,Moderna
情緒勒索 戴好口罩 做好消毒就可以了,Moderna
醫生很難去說什麼,Moderna
最頂的,Moderna
你醫生還不錯 願意幫你檢查再評估,Moderna
檢查沒用吧 主要還是要看國外統計的結果,Moderna
其實不要打最好 沒有一定要打疫苗,Moderna
除非妳常群聚或高風險接觸人群,Moderna
我媽64歲裝心律調節器打莫德納ok,Moderna
不過妳可能等不到莫德納,Moderna
我跟你一樣有這問題，謝謝你的更新，,Moderna
良心建議，疫苗本身都不是什麼好東西，,Moderna
要打一定要風險最小的，心臟問題不能開,Moderna
玩笑的,Moderna
額 可是其他人打了 不代表環境就是安全,Moderna
吧？@@ 打了的才防重症 不防傳染吧,Moderna
不是有醫師說都很好了？難道要跟你說都,Moderna
這些都EUA疫苗.醫生沒有足夠資訊判斷,Moderna
不能打你才高興,Moderna
疫苗又不是他做的  他要怎麼負責,Moderna
光看你的內容，我敢保證到時候出事你肯定,Moderna
跟我遇到醫生都一樣，不敢掛保證怕,Moderna
出事你來灰。,Moderna
第一時間馬上說是醫生給的建議,Moderna
因為都差不多...,Moderna
我不要告訴你XD,Moderna
真的要給可以，全程錄影+錄音，然後簽切結書,Moderna
有夠鯛，你以為世界上所有事情都有標,Moderna
準答案,Moderna
你可能覺得這很誇張，但抱歉，台灣不是一個,Moderna
疫苗本來就自己決定要不要打,Moderna
醫師都說很好了，你有在聽嗎？,Moderna
刁民,Moderna
很尊重醫學專業的國家，從你的內容看來也是,Moderna
EUA疫苗…你要醫生開上帝視角喔,Moderna
真的有職業道德的人，才不會在狀況不明下隨,Moderna
台灣對醫療專業的長期糟蹋啊，出一次狀,Moderna
況變醫糾毀醫生一輩子，誰敢跟你講有把,Moderna
握的實話？,Moderna
現在就是EUA疫苗 就算現在沒事 5年.10年,Moderna
哪個醫生要跟你掛保證,Moderna
便給意見，講更白點這是衛福度應該公開給,Moderna
出事又要找人唉,Moderna
後如果哪一款有出現大量問題 這還怪醫生?,Moderna
還好醫生沒跟你保證呵呵,Moderna
大眾的訊息，而不是隨便一個醫生跟你打包票,Moderna
醫生又不是神 誰知道會怎樣..,Moderna
你這個歡度跟邏輯，我是醫生也什麼都不敢,Moderna
跟你說,Moderna
可以不打 但重症不要後悔,Moderna
之前疫苗也說2劑就ok 結果現在又3劑.4劑,Moderna
可以等國際上有四期都做完的疫苗再來,Moderna
施打,Moderna
初4一定吉,Moderna
樓上的i大的話也可以反過來說，可以打，但,Moderna
人家就怕你反悔告他啊,Moderna
但出事別後悔,Moderna
你誤會了，疫苗相關專業的一面你可能要,Moderna
去問藥學製藥相關的專家不是醫生，非本,Moderna
科的藥劑不是醫生的專業,Moderna
民進黨粉的話推高端,Moderna
自己google,Moderna
打BNT啊 FDA完全授權也,Moderna
叫你自己評估了 一直要人家背書,Moderna
醫生不覺得有啥問題啊==,Moderna
因為他們也無法保證百分百沒事 沒有硬,Moderna
推已經很有醫德了,Moderna
所以叫你自己評估,Moderna
分析完出事一定被告啊,Moderna
以前很多有良心的阿 但病人死了就開告,Moderna
誰想有良心,Moderna
所以先去請醫師評估有什麼問題嗎？指揮中,Moderna
心都這樣說了欸,Moderna
醫生都很沒肩膀,Moderna
自己的命自己負責啦,Moderna
,Moderna
就理論上沒問題 但醫生不想幫你做保,Moderna
現在連心肌梗塞和主動脈剝離都要牽托了,Moderna
可惜你媽媽的小孩不是醫生,Moderna
放心  醫師說安全你打了死掉也是你自己的,Moderna
問題,Moderna
都很好還不去打,Moderna
笑死，自己不敢做決定，硬要拉醫生來,Moderna
墊背,Moderna
就是有職業道德才不敢亂說,Moderna
你也是現在才說不要醫生負責 誰知道?,Moderna
你那幾個看起來，像是最後要醫生給答案,Moderna
時的回答吧。不然醫生應該不太可能從頭,Moderna
到尾就回這一句。,Moderna
前面真的完全沒有分析嗎？ 這我有點存疑,Moderna
你要不要問看看令堂醫生還說了些甚麼,Moderna
鯛,Moderna
感覺這個作者提出的情境不夠完整，回,Moderna
感覺會受到前後文影響到回答的解讀,Moderna
總比說可以打然後猝死好吧,Moderna
請好好自己做功課,Moderna
防禦醫療,Moderna
會怕就不要打 不要來浪費版面,Moderna
有良心的都被告完了,Moderna
你說的醫師都在跑法院 沒時間回你,Moderna
上一個給出明確建議的正在開庭,Moderna
敢這樣建議推勇者  出示你負責,Moderna
百萬分之15左右 只是年輕人機率高,Moderna
心臟病跟新冠選一個..真刺激,Moderna
那是正常人的機率，對心臟病的風險現在沒,Moderna
數據,Moderna
Q Q,Moderna
他那樣輝瑞的也不行吧,Moderna
初4一定吉,Moderna
紐西蘭好像死一個 這兩天的新聞,Moderna
日本都有 美國哪可能沒有 台灣數字多一堆,Moderna
我怎麼記得好像看過有個美國的青少年打,Moderna
BNT死掉的新聞,Moderna
https//reurl.cc/YOZZ64,Moderna
高端歡迎你,Moderna
能打就打 不要挑,Moderna
不是血栓可以打AZ吧,Moderna
怕就當肥宅不要打,Moderna
打了怕會死，不打會死嗎？,Moderna
me too 原來大家都一樣心跳過百家常便,Moderna
飯,Moderna
你還有30萬的價值，如果是真的600W,Moderna
我也是耶 打完疫苗發燒的時候心跳快,Moderna
到要升天的感覺,Moderna
打高端不就沒事了,Moderna
沒人敢跟你保證的幫QQ,Moderna
聰明，不然猝死會去找他,Moderna
打高端啊,Moderna
醫生怎麼敢給你答案？,Moderna
醫師保證也會猝死啊,Moderna
看你控制狀況吧,Moderna
心臟不好就不要打吧,Moderna
跟你說不能打：醫生說不能打，有沒有,Moderna
八卦？,Moderna
跟你說可以打，如果不幸出事？,Moderna
家屬：醫生要賠錢啦，都是醫生要他打,Moderna
其實心臟科醫生跟你這樣講蠻不負責任,Moderna
的,Moderna
的，覺得你還是換個醫生比較好,Moderna
每個人體質不同，醫師哪敢掛保證？,Moderna
沒人可以保證吧,Moderna
醫生也不想背這個鍋的意思,Moderna
這回答感覺是醫生們的SOP 不然出事怎辦,Moderna
加油，家人有二尖瓣脫垂病史，az心悸一個月,Moderna
跟你說能打然後出事了 誰要跟你保證,Moderna
別傻辣 施打醫生每日施打數是門診數的數倍,Moderna
心臟科主治醫生：偶不要背鍋,Moderna
這樣你就先暫緩ㄚ,Moderna
就機率問題 誰想背,Moderna
打高端 死掉賺600萬,Moderna
這個我也有 反正現在疫情不熱就暫緩,Moderna
現在醫療糾紛這麼多，哪敢跟你保證,Moderna
其實你可以打高端 無論死活肯定不會是疫苗,Moderna
引起的問題 這樣你也不會含冤而去,Moderna
醫生這樣很正確啊 現在相關研究也,Moderna
還不夠多 隨便亂回答 唬爛你 才是,Moderna
不負責任,Moderna
醫生不想背鍋保護自己,Moderna
高端那麼安全 就你在黑,Moderna
其實打相較於不打，還是利大於弊啦,Moderna
然後施打疫苗跟疫情是否趨緩沒有關係,Moderna
我也二尖瓣膜脫垂@@但我還是預約AZ了,Moderna
發生心肌炎的機制 國外都還沒個定論,Moderna
沒人想背鍋,Moderna
COVID-19已經流感化，等到疫情嚴峻再來想,Moderna
為什麼他要回答你？還是你怕打了疫苗掛了,Moderna
打，只怕緩不濟急,Moderna
不要打 現在也沒這麼危險,Moderna
基本上這種問題問醫生他們真得通常都會,Moderna
沒人敢負責 醫學也是靠實驗跟經驗 現,Moderna
在的狀況沒有做過實驗也沒人有經驗,Moderna
等 BNT，300多萬人登記，一定很多人跟你,Moderna
要你直接問幫你打疫苗的醫生拉,Moderna
